source_text,target_text,source_lang,target_lang,source_text_ner,target_text_ner,source_text_ner_tokens,target_text_ner_tokens
"Which movie won more Academy Awards, Titanic or Slumdog Millionaire?","""『タイタニック』と『スラムドッグ$ミリオネア』どちらが多くアカデミー賞を受賞した?""",en,ja,"['O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O']","['Which', 'movie', 'won', 'more', 'Academy', 'Awards', ',', 'Titanic', 'or', 'Slumdog', 'Millionaire', '?']","['""', '『', 'タイタニック', '』', 'と', '『', 'スラムドッグ', '$', 'ミリオネア', '』', 'どちらが多くアカデミー賞を受賞した', '?', '""']"
"Which movie had higher grossing sales, Toy Story or Men In Black?","""トイ・ストーリーとメン・イン・ブラックでは、どちらの映画がより多くの興行収入を挙げましたか？""",en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O']","['Which', 'movie', 'had', 'higher', 'grossing', 'sales', ',', 'Toy', 'Story', 'or', 'Men', 'In', 'Black', '?']","['""', 'トイ', '・', 'ストーリーとメン', '・', 'イン', '・', 'ブラックでは', '、', 'どちらの映画がより多くの興行収入を挙げましたか', '？', '""']"
Did Parasite come out before 2020?,『パラサイト 半地下の家族』は2020年前に公開された?,en,ja,"['O', 'O', 'O', 'O', 'O', 'B-DATE', 'O']","['B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O']","['Did', 'Parasite', 'come', 'out', 'before', '2020', '?']","['『', 'パラサイト', '半地下の家族', '』', 'は2020年前に公開された', '?']"
Did Parasite come out after 2018?,パラサイトが公開されたのは、2018年より後でしたか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'B-DATE', 'O']","['O', 'O', 'B-DATE', 'I-DATE', 'O']","['Did', 'Parasite', 'come', 'out', 'after', '2018', '?']","['パラサイトが公開されたのは', '、', '2018', '年より後でしたか', '？']"
Did The Matrix come out before 1998?,マトリックスが公開されたのは、1998年よりも前でしたか？,en,ja,"['O', 'O', 'B-WORK_OF_ART', 'O', 'O', 'O', 'B-DATE', 'O']","['O', 'O', 'B-DATE', 'I-DATE', 'O']","['Did', 'The', 'Matrix', 'come', 'out', 'before', '1998', '?']","['マトリックスが公開されたのは', '、', '1998', '年よりも前でしたか', '？']"
Did Pulp Fiction come out before 1992?,パルプ・フィクションが公開されたのは、1992年よりも前でしたか？,en,ja,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'B-DATE', 'O']","['O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'O']","['Did', 'Pulp', 'Fiction', 'come', 'out', 'before', '1992', '?']","['パルプ', '・', 'フィクションが公開されたのは', '、', '1992', '年よりも前でしたか', '？']"
Did True Romance come out before 1995?,「トゥルー・ロマンス」は1995年より前の作品ですか？,en,ja,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'B-DATE', 'O']","['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O']","['Did', 'True', 'Romance', 'come', 'out', 'before', '1995', '?']","['「', 'トゥルー', '・', 'ロマンス', '」', 'は1995年より前の作品ですか', '？']"
Did Die Hard come out after 2000?,ダイ・ハードは、2000年より後に公開されましたか？,en,ja,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'B-DATE', 'O']","['B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-DATE', 'I-DATE', 'O']","['Did', 'Die', 'Hard', 'come', 'out', 'after', '2000', '?']","['ダイ', '・', 'ハードは', '、', '2000', '年より後に公開されましたか', '？']"
Was The Notebook released in 2004?,『きみに読む物語』は、2004年に公開されましたか？,en,ja,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'B-DATE', 'O']","['B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'B-DATE', 'I-DATE', 'O']","['Was', 'The', 'Notebook', 'released', 'in', '2004', '?']","['『', 'きみに読む物語', '』', 'は', '、', '2004', '年に公開されましたか', '？']"
"Between The Notebook and Dear John, which movie was more profitable worldwide?","""「君に読む物語」と「親愛なるきみへ」では、どちらの映画が世界での収益が高かったですか？""",en,ja,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Between', 'The', 'Notebook', 'and', 'Dear', 'John', ',', 'which', 'movie', 'was', 'more', 'profitable', 'worldwide', '?']","['""', '「', '君に読む物語', '」', 'と', '「', '親愛なるきみへ', '」', 'では', '、', 'どちらの映画が世界での収益が高かったですか', '？', '""']"
Was Spider-Man: Homecoming released before Spider-Man: Far from Home?,スパイダーマン：ホームカミングは、スパイダーマン：ファーフロムホームより前にリリースされましたか？,en,ja,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['B-WORK_OF_ART', 'O', 'O', 'O', 'B-WORK_OF_ART', 'O', 'O', 'O']","['Was', 'Spider', '-', 'Man:', 'Homecoming', 'released', 'before', 'Spider', '-', 'Man:', 'Far', 'from', 'Home', '?']","['スパイダーマン', '：', 'ホームカミングは', '、', 'スパイダーマン', '：', 'ファーフロムホームより前にリリースされましたか', '？']"
Did Iron Man 3 gross more than The Avengers?,アイロンマン3の興行収入は、アベンジャーズよりも良かったの？,en,ja,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['B-WORK_OF_ART', 'O', 'O', 'O']","['Did', 'Iron', 'Man', '3', 'gross', 'more', 'than', 'The', 'Avengers', '?']","['アイロンマン3の興行収入は', '、', 'アベンジャーズよりも良かったの', '？']"
Was Iron Man 3 released before Black Panther?,アベンジャーズ3はブラックパンサーより前にリリースされたっけ？,en,ja,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'B-CARDINAL', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['O', 'O']","['Was', 'Iron', 'Man', '3', 'released', 'before', 'Black', 'Panther', '?']","['アベンジャーズ3はブラックパンサーより前にリリースされたっけ', '？']"
Did Avengers: Endgame gross more than Black Panther?,『アベンジャーズ エンドゲーム』の興行収入は『ブラックパンサー』より良かったですか？,en,ja,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O']","['Did', 'Avengers:', 'Endgame', 'gross', 'more', 'than', 'Black', 'Panther', '?']","['『', 'アベンジャーズ', 'エンドゲーム', '』', 'の興行収入は', '『', 'ブラックパンサー', '』', 'より良かったですか', '？']"
"Which movie had a bigger budget, Doctor Sleep or Ad Astra?","""『ドクター・スリープ』と『アド・アストラ』では、より高額な予算があったのはどちらでしたか？""",en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O', 'O']","['Which', 'movie', 'had', 'a', 'bigger', 'budget', ',', 'Doctor', 'Sleep', 'or', 'Ad', 'Astra', '?']","['""', '『', 'ドクター', '・', 'スリープ', '』', 'と', '『', 'アド', '・', 'アストラ', '』', 'では', '、', 'より高額な予算があったのはどちらでしたか', '？', '""']"
Was 300 released the same year as Troy?,300＜スリーハンドレッド＞がリリースされたのってトロイと同じ年でしたか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-CARDINAL', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O']","['Was', '300', 'released', 'the', 'same', 'year', 'as', 'Troy', '?']","['300', '＜', 'スリーハンドレッド', '＞', 'がリリースされたのってトロイと同じ年でしたか', '？']"
Was Inception released the same year as Interstellar?,「インセプション」は「インターステラー」と同じ年に公開されましたか？,en,ja,"['O', 'B-PRODUCT', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'B-PRODUCT', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Was', 'Inception', 'released', 'the', 'same', 'year', 'as', 'Interstellar', '?']","['「', 'インセプション', '」', 'は', '「', 'インターステラー', '」', 'と同じ年に公開されましたか', '？']"
Did The Piano come out before 1996?,ピアノ・レッスンは、1996年より以前に公開されましたか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O']","['O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'O']","['Did', 'The', 'Piano', 'come', 'out', 'before', '1996', '?']","['ピアノ', '・', 'レッスンは', '、', '1996', '年より以前に公開されましたか', '？']"
Was Bad Boys for Life released the same year as Sonic the Hedgehog?,『バッドボーイズフォー・ライフ』は、『ソニック・ザ・ムービー』と同じ年に公開されましたか？,en,ja,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O']","['Was', 'Bad', 'Boys', 'for', 'Life', 'released', 'the', 'same', 'year', 'as', 'Sonic', 'the', 'Hedgehog', '?']","['『', 'バッドボーイズフォー', '・', 'ライフ', '』', 'は', '、', '『', 'ソニック', '・', 'ザ', '・', 'ムービー', '』', 'と同じ年に公開されましたか', '？']"
Was Harry Potter and the Deathly Hallows Part 2 released before The Hunger Games?,ハリー・ポッターと死の秘宝 PART 2は、ハンガー・ゲームよりも先に公開されましたか？,en,ja,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['B-PERSON', 'I-PERSON', 'I-PERSON', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['Was', 'Harry', 'Potter', 'and', 'the', 'Deathly', 'Hallows', 'Part', '2', 'released', 'before', 'The', 'Hunger', 'Games', '?']","['ハリー', '・', 'ポッターと死の秘宝', 'PART', '2は', '、', 'ハンガー', '・', 'ゲームよりも先に公開されましたか', '？']"
Was Titanic released the same year as The Lost World: Jurassic Park?,タイタニックは、ロストワールド: ジュラシック・パークと 同じ年に公開されましたか？,en,ja,"['O', 'B-WORK_OF_ART', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'B-DATE', 'O']","['Was', 'Titanic', 'released', 'the', 'same', 'year', 'as', 'The', 'Lost', 'World:', 'Jurassic', 'Park', '?']","['タイタニックは', '、', 'ロストワールド:', 'ジュラシック', '・', 'パークと', '同じ年に公開されましたか', '？']"
Was Men in Black released the same year as Tomorrow Never Dies?,メン・イン・ブラックは、トゥモロー・ネバー・ダイと同じ年に公開されましたか？,en,ja,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['Was', 'Men', 'in', 'Black', 'released', 'the', 'same', 'year', 'as', 'Tomorrow', 'Never', 'Dies', '?']","['メン', '・', 'イン', '・', 'ブラックは', '、', 'トゥモロー', '・', 'ネバー', '・', 'ダイと同じ年に公開されましたか', '？']"
Was Air Force One released the same year as As Good as It Gets?,エアフォース・ワンは、恋愛小説家と同じ年に公開されましたか？,en,ja,"['O', 'B-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O']","['Was', 'Air', 'Force', 'One', 'released', 'the', 'same', 'year', 'as', 'As', 'Good', 'as', 'It', 'Gets', '?']","['エアフォース', '・', 'ワンは', '、', '恋愛小説家と同じ年に公開されましたか', '？']"
Was The Fifth Element released the same year as The Full Monty?,フィフス・エレメントは、フル・モンティと同じ年に公開されましたか？,en,ja,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']","['Was', 'The', 'Fifth', 'Element', 'released', 'the', 'same', 'year', 'as', 'The', 'Full', 'Monty', '?']","['フィフス', '・', 'エレメントは', '、', 'フル', '・', 'モンティと同じ年に公開されましたか', '？']"
Is Tom Holland older than Tobey Maguire?,トム・ホランドは、トビー・マグワイアよりも年上ですか？,en,ja,"['O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O']","['B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O']","['Is', 'Tom', 'Holland', 'older', 'than', 'Tobey', 'Maguire', '?']","['トム', '・', 'ホランドは', '、', 'トビー', '・', 'マグワイアよりも年上ですか', '？']"
Did The Sandlot come out before 1990?,映画「サンドロット/僕らがいた夏」は1990年以前に公開された?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O']","['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O']","['Did', 'The', 'Sandlot', 'come', 'out', 'before', '1990', '?']","['映画', '「', 'サンドロット', '/', '僕らがいた夏', '」', 'は1990年以前に公開された', '?']"
"Which movie had a bigger budget, Pirates of the Caribbean: At World's End or Avengers: Endgame?","""「パイレーツオブカリビアン ワールズ・エンド」または「アベンジャーズ エンドゲーム」、 どちらの映画が より高額な予算を投じましたか？",en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O', 'O']","['Which', 'movie', 'had', 'a', 'bigger', 'budget', ',', 'Pirates', 'of', 'the', 'Caribbean:', 'At', ""World's"", 'End', 'or', 'Avengers:', 'Endgame', '?']","['""', '「', 'パイレーツオブカリビアン', 'ワールズ', '・', 'エンド', '」', 'または', '「', 'アベンジャーズ', 'エンドゲーム', '」', '、', 'どちらの映画が', 'より高額な予算を投じましたか', '？']"
"Which movie had a smaller budget, Men in Black 3 or Titanic?","""メン・イン・ブラック3とタイタニックは、どちらの映画の方が予算が安かったですか？""",en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'O']","['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O']","['Which', 'movie', 'had', 'a', 'smaller', 'budget', ',', 'Men', 'in', 'Black', '3', 'or', 'Titanic', '?']","['""', 'メン', '・', 'イン', '・', 'ブラック3とタイタニックは', '、', 'どちらの映画の方が予算が安かったですか', '？', '""']"
"Which movie grossed more money on release, Avatar or The Avengers?","""アバターとアベンジャーズが公開されて、総興行収入が多かったのはどちらの映画ですか？""",en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['O', 'O', 'O', 'O', 'O', 'O']","['Which', 'movie', 'grossed', 'more', 'money', 'on', 'release', ',', 'Avatar', 'or', 'The', 'Avengers', '?']","['""', 'アバターとアベンジャーズが公開されて', '、', '総興行収入が多かったのはどちらの映画ですか', '？', '""']"
"Which actress is shorter, Renée Zellweger or Anna Kendrick?","""女優レネー・ゼルウィガーとアナ・ケンドリックでは、どちらの方が背が低いでしょう?""",en,ja,"['O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'O']","['O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O']","['Which', 'actress', 'is', 'shorter', ',', 'Renée', 'Zellweger', 'or', 'Anna', 'Kendrick', '?']","['""', '女優レネー', '・', 'ゼルウィガーとアナ', '・', 'ケンドリックでは', '、', 'どちらの方が背が低いでしょう', '?', '""']"
"Which movie had a bigger budget, Transformers: The Last Knight or The Green Knight?","""『トランスフォーマー/最後の騎士王』と 『ザ・グリーン・ナイト』、どちらの映画により高い予算を投じましたか？""",en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O']","['Which', 'movie', 'had', 'a', 'bigger', 'budget', ',', 'Transformers:', 'The', 'Last', 'Knight', 'or', 'The', 'Green', 'Knight', '?']","['""', '『', 'トランスフォーマー', '/', '最後の騎士王', '』', 'と', '『', 'ザ', '・', 'グリーン', '・', 'ナイト', '』', '、', 'どちらの映画により高い予算を投じましたか', '？', '""']"
