,source_text,target_text,source_lang,target_lang,source_text_ner,target_text_ner,source_text_ner_tokens,target_text_ner_tokens
408,Which Star Trek movie made the most money?,スタートレック映画が利益の最も高いのはどれですか？,en,ja,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['Which', 'Star', 'Trek', 'movie', 'made', 'the', 'most', 'money', '?']","['スタートレック映画が利益の最も高いのはどれですか', '？']"
4126,What Grammy Awards nominations has Eminem won?,エミネムが獲得したグラミー賞は何ですか？,en,ja,"['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'B-PERSON', 'O', 'O']","['O', 'O']","['What', 'Grammy', 'Awards', 'nominations', 'has', 'Eminem', 'won', '?']","['エミネムが獲得したグラミー賞は何ですか', '？']"
185,"What was the last movie Clint Eastwood starred in, but was not a Dirty Harry movie?","""ダーティ・ハリーの映画ではなかったクリント・イーストウッドを出演されました最後の映画は何ですか""",en,ja,"['O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O']","['O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O']","['What', 'was', 'the', 'last', 'movie', 'Clint', 'Eastwood', 'starred', 'in', ',', 'but', 'was', 'not', 'a', 'Dirty', 'Harry', 'movie', '?']","['""', 'ダーティ', '・', 'ハリーの映画ではなかったクリント', '・', 'イーストウッドを出演されました最後の映画は何ですか', '""']"
4902,Which tennis player has won the most Grand Slams?,グランドスラムで最も優勝経験のあるテニスプレーヤーは誰ですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'O']","['O', 'O']","['Which', 'tennis', 'player', 'has', 'won', 'the', 'most', 'Grand', 'Slams', '?']","['グランドスラムで最も優勝経験のあるテニスプレーヤーは誰ですか', '？']"
177,"Which famous 1954 ""thriller"" with James Stewart did not win an Academy Award?","""アカデミー賞は逃したが、1954年の有名な、ジェームズ・スチュワートが出演した「スリラー」はなんですか？""",en,ja,"['O', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['O', 'B-WORK_OF_ART', 'O', 'B-DATE', 'I-DATE', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-WORK_OF_ART', 'O', 'O', 'O', 'O']","['Which', 'famous', '1954', '""', 'thriller', '""', 'with', 'James', 'Stewart', 'did', 'not', 'win', 'an', 'Academy', 'Award', '?']","['""', 'アカデミー賞は逃したが', '、', '1954', '年の有名な', '、', 'ジェームズ', '・', 'スチュワートが出演した', '「', 'スリラー', '」', 'はなんですか', '？', '""']"
3425,Who was a wife of Edward I of England and was a daughter of Philip III of France?,イングランドのエドワード1世の妻で、フランスのフィリップ三世の娘だったのは誰ですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-GPE', 'O', 'O', 'O']","['Who', 'was', 'a', 'wife', 'of', 'Edward', 'I', 'of', 'England', 'and', 'was', 'a', 'daughter', 'of', 'Philip', 'III', 'of', 'France', '?']","['イングランドのエドワード1世の妻で', '、', 'フランスのフィリップ三世の娘だったのは誰ですか', '？']"
2722,What year did the first governor of the state of Missouri die?,ミズーリ州の最初の知事が亡くなったのは何年ですか?,en,ja,"['O', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O']","['O', 'O']","['What', 'year', 'did', 'the', 'first', 'governor', 'of', 'the', 'state', 'of', 'Missouri', 'die', '?']","['ミズーリ州の最初の知事が亡くなったのは何年ですか', '?']"
2578,Which mayor of Los Angeles since 1950 did not serve multiple terms?,1950年以降のロサンゼルス市長で、複数の任期を務めなかった人は誰ですか？,en,ja,"['O', 'O', 'O', 'B-GPE', 'I-GPE', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O']","['B-DATE', 'I-DATE', 'O', 'B-CARDINAL', 'O']","['Which', 'mayor', 'of', 'Los', 'Angeles', 'since', '1950', 'did', 'not', 'serve', 'multiple', 'terms', '?']","['1950', '年以降のロサンゼルス市長で', '、', '複数の任期を務めなかった人は誰ですか', '？']"
2692,Who was a candidate in the US Presidential Election in 2008 and calls Arizona their home state?,2008年のアメリカ大統領選の候補者で、アリゾナ州を故郷の州と呼んだのは誰ですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'I-EVENT', 'O', 'B-DATE', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O']","['B-DATE', 'O', 'O', 'O', 'O']","['Who', 'was', 'a', 'candidate', 'in', 'the', 'US', 'Presidential', 'Election', 'in', '2008', 'and', 'calls', 'Arizona', 'their', 'home', 'state', '?']","['2008', '年のアメリカ大統領選の候補者で', '、', 'アリゾナ州を故郷の州と呼んだのは誰ですか', '？']"
5425,When was New York Knicks founded?,いつニューヨーククニックスは出来ましたか？,en,ja,"['O', 'O', 'B-GPE', 'I-GPE', 'B-ORG', 'O', 'O']","['O', 'O']","['When', 'was', 'New', 'York', 'Knicks', 'founded', '?']","['いつニューヨーククニックスは出来ましたか', '？']"
5266,What actor has won the most Academy Awards?,アカデミー賞を最も多く受賞した俳優は？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['B-WORK_OF_ART', 'O']","['What', 'actor', 'has', 'won', 'the', 'most', 'Academy', 'Awards', '?']","['アカデミー賞を最も多く受賞した俳優は', '？']"
6669,Is Baltimore the capital of the USA?,ボルティモアはアメリカの首都？,en,ja,"['O', 'B-GPE', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['B-GPE', 'O']","['Is', 'Baltimore', 'the', 'capital', 'of', 'the', 'USA', '?']","['ボルティモアはアメリカの首都', '？']"
3942,"Which movie had more computer generated graphics, Avatar Or Cloudy With a Chance of Meatballs?","""CGグラフィックが多く使われているのは、アバターかくもりときどきミートボールのどっち?""",en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['O', 'O', 'O', 'O', 'O', 'O']","['Which', 'movie', 'had', 'more', 'computer', 'generated', 'graphics', ',', 'Avatar', 'Or', 'Cloudy', 'With', 'a', 'Chance', 'of', 'Meatballs', '?']","['""', 'CGグラフィックが多く使われているのは', '、', 'アバターかくもりときどきミートボールのどっち', '?', '""']"
1103,Who was on the US 2021 Women's Olympic soccer team and plays for the Portland Thorns FC currently?,2021年のオリンピックの女子サッカーチームのメンバーで、現在はポートランド・ソーンズFCでプレイしているのは誰ですか？,en,ja,"['O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O']","['B-DATE', 'I-DATE', 'O', 'O', 'B-ORG', 'I-ORG', 'O']","['Who', 'was', 'on', 'the', 'US', '2021', ""Women's"", 'Olympic', 'soccer', 'team', 'and', 'plays', 'for', 'the', 'Portland', 'Thorns', 'FC', 'currently', '?']","['2021', '年のオリンピックの女子サッカーチームのメンバーで', '、', '現在はポートランド', '・', 'ソーンズFCでプレイしているのは誰ですか', '？']"
230,Which actor played both Captain Kirk and Jack Ryan?,キャプテン・カークとジャック・ライアンで演じた俳優は誰ですか,en,ja,"['O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'O']","['B-PERSON', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON']","['Which', 'actor', 'played', 'both', 'Captain', 'Kirk', 'and', 'Jack', 'Ryan', '?']","['キャプテン', '・', 'カークとジャック', '・', 'ライアンで演じた俳優は誰ですか']"
3934,"Which actress has won most Oscars, Jodie Foster or Frances McDormand?","""ジョディ・フォスターとフランシス・マクドーマンド、最も多くのアカデミー賞を獲ったのはどっち？""",en,ja,"['O', 'O', 'O', 'O', 'O', 'B-WORK_OF_ART', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'O']","['O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O']","['Which', 'actress', 'has', 'won', 'most', 'Oscars', ',', 'Jodie', 'Foster', 'or', 'Frances', 'McDormand', '?']","['""', 'ジョディ', '・', 'フォスターとフランシス', '・', 'マクドーマンド', '、', '最も多くのアカデミー賞を獲ったのはどっち', '？', '""']"
5946,Who is the current president of Bolivia?,現在のボリビアの大統領は誰ですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O']","['O', 'O']","['Who', 'is', 'the', 'current', 'president', 'of', 'Bolivia', '?']","['現在のボリビアの大統領は誰ですか', '？']"
6562,Who directed the movie that is based on the second book of The Lord of the Rings series?,『指輪物語　第2部』にもとづいた映画作品の監督は誰でしょうか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O']","['O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O']","['Who', 'directed', 'the', 'movie', 'that', 'is', 'based', 'on', 'the', 'second', 'book', 'of', 'The', 'Lord', 'of', 'the', 'Rings', 'series', '?']","['『', '指輪物語', '\u3000', '第2部', '』', 'にもとづいた映画作品の監督は誰でしょうか', '？']"
5470,How many fans were at last years Super Bowl?,去年のスーパーボウルは何人のファンがいますか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'B-EVENT', 'I-EVENT', 'O']","['O', 'O']","['How', 'many', 'fans', 'were', 'at', 'last', 'years', 'Super', 'Bowl', '?']","['去年のスーパーボウルは何人のファンがいますか', '？']"
1775,Is the Yangtze or Yellow River longer?,長江と黄河ではどちらが長いですか？,en,ja,"['O', 'O', 'B-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'O']","['B-LOC', 'O']","['Is', 'the', 'Yangtze', 'or', 'Yellow', 'River', 'longer', '?']","['長江と黄河ではどちらが長いですか', '？']"
3126,Was Abraham Lincoln taller than John Adams?,エイブラハム・リンカーンはジョン・アダムズより背が高かった？,en,ja,"['O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O']","['B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O']","['Was', 'Abraham', 'Lincoln', 'taller', 'than', 'John', 'Adams', '?']","['エイブラハム', '・', 'リンカーンはジョン', '・', 'アダムズより背が高かった', '？']"
239,Which Steven Spielberg movie was based on a 1990 novel by Michael Crichton?,1990年のマイケル・クリクトンの小説に基づいた、スティーブン・スピルバーグの映画はどれですか？,en,ja,"['O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O']","['B-DATE', 'I-DATE', 'B-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O']","['Which', 'Steven', 'Spielberg', 'movie', 'was', 'based', 'on', 'a', '1990', 'novel', 'by', 'Michael', 'Crichton', '?']","['1990', '年のマイケル', '・', 'クリクトンの小説に基づいた', '、', 'スティーブン', '・', 'スピルバーグの映画はどれですか', '？']"
1721,Did John Steinbeck win the Pulitzer Prize?,ジョン・スタインベックはピューリッツァー賞を受賞したことがありますか？,en,ja,"['O', 'B-PERSON', 'I-PERSON', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['B-PERSON', 'I-PERSON', 'I-PERSON', 'O']","['Did', 'John', 'Steinbeck', 'win', 'the', 'Pulitzer', 'Prize', '?']","['ジョン', '・', 'スタインベックはピューリッツァー賞を受賞したことがありますか', '？']"
3166,"Which war was longer, the Civil War or the Revolutionary War?","""南北戦争と革命戦争では、どちらの戦争が長かったですか？""",en,ja,"['O', 'O', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O']","['O', 'B-EVENT', 'O', 'O', 'O', 'O']","['Which', 'war', 'was', 'longer', ',', 'the', 'Civil', 'War', 'or', 'the', 'Revolutionary', 'War', '?']","['""', '南北戦争と革命戦争では', '、', 'どちらの戦争が長かったですか', '？', '""']"
4307,Who was the quarterback of the team that lost Super Bowl XLVIII?,第48回スーパーボウルで敗れtチームのクォーターバックは誰ですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O']","['O', 'O']","['Who', 'was', 'the', 'quarterback', 'of', 'the', 'team', 'that', 'lost', 'Super', 'Bowl', 'XLVIII', '?']","['第48回スーパーボウルで敗れtチームのクォーターバックは誰ですか', '？']"
5235,Who won the 1947 Oscar for Best Actress?,1947年にアカデミー主演女優賞を受賞した方は誰ですか？,en,ja,"['O', 'O', 'O', 'B-DATE', 'B-WORK_OF_ART', 'O', 'O', 'O', 'O']","['B-DATE', 'O', 'O']","['Who', 'won', 'the', '1947', 'Oscar', 'for', 'Best', 'Actress', '?']","['1947', '年にアカデミー主演女優賞を受賞した方は誰ですか', '？']"
3263,How many political parties were their originally?,当初は政党がいくつありましたか?,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O']","['How', 'many', 'political', 'parties', 'were', 'their', 'originally', '?']","['当初は政党がいくつありましたか', '?']"
2638,Who was from Illinois and signed the Emancipation Proclamation?,イリノイ州出身で奴隷解放宣言にサインしたのは誰ですか？,en,ja,"['O', 'O', 'O', 'B-GPE', 'O', 'O', 'B-LAW', 'I-LAW', 'I-LAW', 'O']","['O', 'O']","['Who', 'was', 'from', 'Illinois', 'and', 'signed', 'the', 'Emancipation', 'Proclamation', '?']","['イリノイ州出身で奴隷解放宣言にサインしたのは誰ですか', '？']"
101,How many Star Wars movies is Billy Dee Williams in?,ビリー・ディー・ウィリアムズが出演しているスターウォーズの映画の数は？,en,ja,"['O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O']","['B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O']","['How', 'many', 'Star', 'Wars', 'movies', 'is', 'Billy', 'Dee', 'Williams', 'in', '?']","['ビリー', '・', 'ディー', '・', 'ウィリアムズが出演しているスターウォーズの映画の数は', '？']"
4103,Was the skyscraper in Die Hard called Nakatomi Plaza?,「ダイ・ハード」に出てくる超高層ビルは、ナカトミ・プラザと呼ばれていましたか？,en,ja,"['O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-FAC', 'I-FAC', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAC', 'I-FAC', 'I-FAC', 'O']","['Was', 'the', 'skyscraper', 'in', 'Die', 'Hard', 'called', 'Nakatomi', 'Plaza', '?']","['「', 'ダイ', '・', 'ハード', '」', 'に出てくる超高層ビルは', '、', 'ナカトミ', '・', 'プラザと呼ばれていましたか', '？']"
3024,Is Princess Peach a character in the Mario franchise?,ピーチ姫はマリオシリーズのキャラクター？,en,ja,"['O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O']","['B-PERSON', 'O']","['Is', 'Princess', 'Peach', 'a', 'character', 'in', 'the', 'Mario', 'franchise', '?']","['ピーチ姫はマリオシリーズのキャラクター', '？']"
1728,Is Ron Wesley from Gryffindor House?,ロン・ウィスリーはグリフィンドールハウスからですか？,en,ja,"['O', 'B-PERSON', 'I-PERSON', 'O', 'B-ORG', 'I-ORG', 'O']","['B-PERSON', 'I-PERSON', 'O', 'O']","['Is', 'Ron', 'Wesley', 'from', 'Gryffindor', 'House', '?']","['ロン', '・', 'ウィスリーはグリフィンドールハウスからですか', '？']"
2718,Which state does the youngest current US governor represent?,アメリカ合衆国で現在一番若い知事がいる州はどこですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O']","['O', 'O']","['Which', 'state', 'does', 'the', 'youngest', 'current', 'US', 'governor', 'represent', '?']","['アメリカ合衆国で現在一番若い知事がいる州はどこですか', '？']"
5594,Who wrote Charlie and the Chocolate Factory?,『チョコレート工場の秘密』の作者は誰ですか？,en,ja,"['O', 'O', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'I-WORK_OF_ART', 'O']","['O', 'B-WORK_OF_ART', 'O', 'O', 'O']","['Who', 'wrote', 'Charlie', 'and', 'the', 'Chocolate', 'Factory', '?']","['『', 'チョコレート工場の秘密', '』', 'の作者は誰ですか', '？']"
3907,Did the French Revolution start in 1789?,フランス革命が始まったのは1789年ですか？,en,ja,"['O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'O', 'O', 'B-DATE', 'O']","['B-GPE', 'O']","['Did', 'the', 'French', 'Revolution', 'start', 'in', '1789', '?']","['フランス革命が始まったのは1789年ですか', '？']"
5137,What is the deepest freshwater lake in South America?,南アメリカで一番深い淡水湖は何ですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O']","['B-LOC', 'O']","['What', 'is', 'the', 'deepest', 'freshwater', 'lake', 'in', 'South', 'America', '?']","['南アメリカで一番深い淡水湖は何ですか', '？']"
6226,What coach has won the most Super Bowls?,スーパーボウルで優秀した回数が最も多いのはどのコーチですか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'O']","['O', 'O']","['What', 'coach', 'has', 'won', 'the', 'most', 'Super', 'Bowls', '?']","['スーパーボウルで優秀した回数が最も多いのはどのコーチですか', '？']"
5184,Who won the first Academy Award for Best Actor?,アカデミー主演男優賞を最初に受賞したのは誰ですか？,en,ja,"['O', 'O', 'O', 'B-ORDINAL', 'B-WORK_OF_ART', 'I-WORK_OF_ART', 'O', 'O', 'O', 'O']","['O', 'O']","['Who', 'won', 'the', 'first', 'Academy', 'Award', 'for', 'Best', 'Actor', '?']","['アカデミー主演男優賞を最初に受賞したのは誰ですか', '？']"
1038,Which football player was born in Portugal and recently transferred from Juventus to Manchester United?,ポルトガルで生まれ、最近ではユベントスからマンチェスターユナイテッドに移籍したサッカー選手は誰でしょうか？,en,ja,"['O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'I-ORG', 'O']","['B-GPE', 'O', 'O', 'O']","['Which', 'football', 'player', 'was', 'born', 'in', 'Portugal', 'and', 'recently', 'transferred', 'from', 'Juventus', 'to', 'Manchester', 'United', '?']","['ポルトガルで生まれ', '、', '最近ではユベントスからマンチェスターユナイテッドに移籍したサッカー選手は誰でしょうか', '？']"
